Image_Name,MSGGGF_0,MSGGGF_1,MSGGGF_2,MSGGGF_3,MSGGGF_4,MSGGGF_5,MSGGGF_6,MSGGGF_7,MSGGGF_8,MSGGGF_9,MSESGF,MSFDMAF,MSSSF,MSSAMF,Class
0003ML0000000490100069I01_DRCL.JPG,49028,12576,1986,640,254,164,152,150,173,80,1655,878.0131184615581,15825980.901749518,2241735358.480809,2
0003ML0000000500100070E01_DRCL.JPG,21760,24595,10633,4037,1833,976,639,418,240,169,5167,2056.635569759944,13383086.792727008,9187826856.98739,1
0003ML0000000500100070I01_DRCL.JPG,49047,12491,2056,632,216,165,187,166,156,71,1561,890.2897466512527,15789471.889018442,2272113067.233808,2
0003ML0000000510100071E01_DRCL.JPG,25313,24330,9205,3369,1460,695,472,296,158,97,4120,1802.1653953391135,12962166.18903096,7897823496.281196,1
0003ML0000000510100071I01_DRCL.JPG,51503,10978,1528,395,139,142,146,180,122,53,1223,810.8443807467476,15624538.022874609,2062595109.6883333,2
0003ML0000000520100072E01_DRCL.JPG,27606,23588,8688,2985,1266,524,380,233,109,57,3705,1662.4269007567516,13076684.430056028,7311295985.116428,1
0003ML0000000520100072I01_DRCL.JPG,53746,9421,1094,266,55,101,131,171,156,60,1032,745.7398332760067,15688538.898717936,1885071158.7681088,2
0003ML0000000530100073E01_DRCL.JPG,29675,22212,8168,2992,1157,509,323,257,105,40,3686,1633.3884360551333,13026350.228180662,7083743156.327081,2
0003ML0000000530100073I01_DRCL.JPG,54002,9130,1139,188,116,103,144,208,125,41,1013,745.9249773275649,15569048.092574917,1853569267.5007784,2
0003ML0000000540100074E01_DRCL.JPG,29972,22570,8012,2835,999,399,286,248,81,53,3199,1594.2758421266494,12777611.465883344,6955032932.670897,2
0003ML0000000540100074I01_DRCL.JPG,55031,8190,1084,181,77,111,159,168,138,71,1025,731.8878784073432,15425466.577812215,1850320890.2249136,2
0003ML0000000550100075E01_DRCL.JPG,28284,24049,8380,2666,965,375,298,240,117,61,2940,1636.3225700959438,12988018.94254844,7224243803.65024,2
0003ML0000000550100075I01_DRCL.JPG,55282,8143,892,185,90,92,152,194,103,64,797,735.1274465950486,15660555.133731272,1865847623.792419,2
0003ML0000000560100076E01_DRCL.JPG,26129,24090,9018,3290,1331,619,441,294,132,81,3908,1800.823552454255,13153875.05705797,8076938894.595285,1
0003ML0000000560100076I01_DRCL.JPG,53154,9615,1389,287,137,107,154,218,76,72,1094,786.6261868403122,15757502.15170462,2011107088.0642068,2
0003ML0000000570100077E01_DRCL.JPG,23747,23844,9980,4035,1736,913,528,329,193,90,4780,1976.8232961521196,13182719.086442145,9130427789.26106,1
0003ML0000000570100077I01_DRCL.JPG,50730,11737,1638,371,119,84,129,178,140,64,1426,809.1864995404939,15667885.97269497,2105590161.063867,2
0003ML0000000580100078E01_DRCL.JPG,22428,22300,11036,4623,2209,1162,677,474,236,153,5487,2213.734917833,13340645.23799529,10471908525.376177,1
0003ML0000000580100078I01_DRCL.JPG,48780,12805,2194,505,197,150,119,225,156,60,1484,876.6681201909935,15800416.310456418,2308982109.027652,2
0003ML0000000590100079E01_DRCL.JPG,21092,22121,11063,5046,2504,1367,917,571,331,212,6090,2383.2841668564524,13146135.052076116,11362414050.658195,1
0003ML0000000590100079I01_DRCL.JPG,47072,13769,2618,701,277,188,179,136,188,55,1875,918.5381068962772,15521199.80637465,2440231968.035395,2
0003ML0000000600100080E01_DRCL.JPG,23792,22606,9802,4246,2005,1115,696,517,303,160,4996,2263.4771374836478,13597192.412532344,10852595755.28994,1
0003ML0000000600100080I01_DRCL.JPG,50472,11554,1762,520,218,148,142,200,120,63,1354,862.9096546789503,15654317.753097996,2321644095.1576896,2
0003ML0000000610100081E01_DRCL.JPG,21472,22567,10644,4779,2339,1341,852,560,382,224,6025,2422.149689157499,13868522.451511577,11591833505.77609,1
0003ML0000000610100081I01_DRCL.JPG,46677,14278,2563,638,307,179,175,193,136,58,1920,931.4752592708272,16024718.953204818,2478859251.448152,2
0003ML0000000620100082E01_DRCL.JPG,19650,21995,11450,5491,2834,1537,911,615,397,270,6533,2541.8563208892806,14044872.500040904,12365103586.031984,1
0003ML0000000620100082I01_DRCL.JPG,45056,15152,3063,861,310,192,179,228,101,74,2345,945.0796326698204,16155063.314012326,2511012285.9719706,2
0003ML0000000630100083E01_DRCL.JPG,17712,21212,12600,6131,3285,1753,1043,737,424,273,7464,2696.556411700508,13673802.258847237,13245131855.473703,1
0003ML0000000630100083I01_DRCL.JPG,43063,16865,3399,828,281,199,226,151,141,67,2427,983.2346526649172,15626432.144024149,2653051011.3952603,2
0003ML0000000670100087E01_DRCL.JPG,14811,19127,11879,6943,4197,2779,1961,1268,863,561,11335,3220.680400062105,13801743.936852962,15472549214.292677,1
0003ML0000000670100087I01_DRCL.JPG,34021,19938,6386,2593,999,503,306,230,166,70,5529,1228.298808948096,15805427.122374598,3400698412.1140428,2
0003ML0000000720100092E01_DRCL.JPG,14601,22665,13914,6856,3190,1687,1008,662,399,204,8365,2545.963593892734,12531798.906239197,12046795245.273067,1
0003ML0000000720100092I01_DRCL.JPG,39894,18914,4014,1135,413,269,216,167,134,69,3108,1024.3320523392215,14950948.370995753,2794272245.4320765,2
0003ML0000000730100093E01_DRCL.JPG,17046,23933,13365,5778,2520,1241,686,402,259,113,6958,2235.360805701124,12691319.898212396,10418704796.00031,1
0003ML0000000730100093I01_DRCL.JPG,43346,17580,2710,668,242,175,162,177,83,61,2069,924.6667419955633,15115834.07004116,2474687699.977526,2
0003ML0000000740100094E01_DRCL.JPG,18279,24801,12786,5337,2196,882,513,337,175,77,6335,2033.9215628139093,12819478.736188471,9144106602.631071,1
0003ML0000000740100094I01_DRCL.JPG,45660,16093,2193,479,153,109,173,199,89,47,1820,871.6592506338204,15220193.976387491,2287979164.501744,2
0003ML0000000750100095E01_DRCL.JPG,19852,25538,12185,4703,1672,669,340,235,134,59,5514,1896.120071957983,12897437.137540407,8320830062.412314,1
0003ML0000000750100095I01_DRCL.JPG,47807,14798,1560,295,107,107,157,176,126,75,1091,852.4373745569609,15293090.2812392,2272475749.807642,2
0003ML0000000760100096E01_DRCL.JPG,19522,25173,12155,4921,1929,791,430,271,130,85,5859,1927.5010724516771,13175570.533738395,8392414383.968283,1
0003ML0000000760100096I01_DRCL.JPG,46314,15849,1835,408,133,125,151,199,139,66,1450,866.4732851852247,15422507.927991671,2213654912.1870723,2
0003ML0000000770100097E01_DRCL.JPG,19084,25171,12168,5059,2065,871,483,308,147,100,6067,1934.057288747381,13085885.126172394,8519499981.26061,1
0003ML0000000770100097I01_DRCL.JPG,45632,16384,2126,334,136,110,153,146,122,76,1448,854.6707825995708,15498043.89494256,2233611237.651612,2
0003ML0000000780100098E01_DRCL.JPG,20093,25053,11696,4522,1962,863,532,328,200,124,5655,1973.1745773087391,13105277.79417342,8694984894.718056,1
0003ML0000000780100098I01_DRCL.JPG,46988,14862,1997,473,228,126,147,178,158,47,1487,877.3453756403068,15547994.95792718,2283821333.8222923,2
0003ML0000000790100099E01_DRCL.JPG,15339,22550,13227,6207,3219,1744,1103,734,480,329,9252,2583.461006310473,13286786.281995043,11666952580.094622,1
0003ML0000000790100099I01_DRCL.JPG,37909,19285,4756,1556,667,349,283,183,170,87,3829,1092.5247234938015,15462538.255788278,2899544551.4911027,2
0003ML0000000800100100E01_DRCL.JPG,16444,20499,11971,6500,3582,2175,1364,981,645,418,9827,2817.564668874384,13173621.322344065,12632625973.670544,1
0003ML0000000800100100I01_DRCL.JPG,36369,18587,5596,2158,1024,530,380,262,206,93,4848,1206.1778654574257,15208165.59672818,3206969405.319236,2
0003ML0000000810100101E01_DRCL.JPG,21167,20673,9549,4976,3138,1888,1256,916,590,411,8112,2672.6342893472347,13053412.926637145,11619927999.57936,1
0003ML0000000810100101I01_DRCL.JPG,40577,15003,5070,2029,958,519,370,326,194,117,4404,1218.8765243821522,15184587.054329336,3232660537.1580024,2
0003ML0000000820100102E01_DRCL.JPG,21956,19986,9219,4768,2901,1836,1479,992,725,491,8058,2763.950805618284,13228508.95139736,11999782335.350876,1
0003ML0000000820100102I01_DRCL.JPG,40223,14576,4889,2310,1197,758,536,390,206,123,4502,1245.6912665328205,15310686.570117444,3170393913.038719,2
0003ML0000000830100103E01_DRCL.JPG,23888,21162,9112,4278,2328,1434,1035,679,480,329,6815,2504.7320633195486,13716786.49311614,11115547240.753136,1
0003ML0000000830100103I01_DRCL.JPG,44660,13431,3650,1325,727,417,316,279,239,105,3251,1120.0956945245466,16282084.790631777,2940135298.0060706,2
0003ML0000000840100104E01_DRCL.JPG,23040,23521,9508,3795,1883,1128,798,572,362,287,5575,2367.519942109232,13528091.101038173,10642639677.573011,1
0003ML0000000840100104I01_DRCL.JPG,47226,12563,2554,1050,518,404,289,265,207,113,2285,1053.7475443091826,16077039.25725528,2739354194.37887,2
0003ML0000000850100105E01_DRCL.JPG,17023,21634,12040,5891,3284,1994,1256,788,545,385,9296,2770.8382424879323,13754640.452772051,13049454946.291037,1
0003ML0000000850100105I01_DRCL.JPG,39026,18512,4453,1423,672,335,298,247,159,75,3528,1130.7872113713258,16082952.450852657,3023473243.620004,2
0003ML0000000860100106E01_DRCL.JPG,13215,20643,13470,7345,3995,2405,1545,974,664,410,10443,3048.7441002254977,13436743.775519043,14741964237.77163,1
0003ML0000000860100106I01_DRCL.JPG,35599,20979,5259,1686,658,377,298,202,115,76,3710,1170.1131680735705,15496182.509846603,3258123322.242969,2
0003ML0000000870100107E01_DRCL.JPG,9438,16649,13412,8777,5777,3763,2510,1730,1201,747,14304,3725.802793100431,12582901.759522706,18700810279.9245,0
0003ML0000000870100107I01_DRCL.JPG,28192,23217,8152,2858,1239,671,402,248,153,88,6234,1332.047206672967,14588137.051556662,3828337725.942477,2
0003ML0000000880100108E01_DRCL.JPG,5769,12667,13151,10371,7308,4982,3534,2470,1741,1240,17752,4273.709243403981,12028848.74135752,21951873556.677395,0
0003ML0000000880100108I01_DRCL.JPG,21134,24517,11267,4493,1877,913,522,252,156,143,9527,1446.503327401823,13467470.670409933,4328623282.737622,1
0003ML0000000900100110E01_DRCL.JPG,4646,10503,11616,9958,7663,5743,4235,3119,2298,1721,19063,4762.596849164705,12150479.836428553,23699066974.96244,0
0003ML0000000900100110I01_DRCL.JPG,16271,22996,13070,6045,3091,1646,1003,513,330,212,12229,1696.4511091945803,13417071.69127062,5000792106.228527,1
0003ML0000000910100111E01_DRCL.JPG,5858,12138,12443,9839,7152,5050,3662,2708,2054,1383,18118,4448.3627589011885,11847995.730192602,22255681599.125683,0
0003ML0000000910100111I01_DRCL.JPG,18563,23704,12251,5190,2498,1380,833,430,234,185,10677,1578.7436532968277,13435897.356100902,4649903279.318707,1
0003ML0000000920100112E01_DRCL.JPG,7299,14445,12802,9250,6274,4293,3074,2375,1700,1230,16890,4199.611964875517,12121911.132247016,20993897056.95904,0
0003ML0000000920100112I01_DRCL.JPG,21825,23292,10794,4546,2124,1176,717,413,224,105,9401,1499.1694626297656,13797331.116305145,4367895247.384767,1
0003ML0000000930100113E01_DRCL.JPG,11434,18431,12512,7354,4565,3093,2231,1645,1206,890,13064,3677.50900736785,12587784.350104764,17680484565.33484,0
0003ML0000000930100113I01_DRCL.JPG,30274,20873,7234,2844,1609,903,662,411,209,170,6427,1396.4328656563632,14522338.060378743,3909837980.932303,2
0003ML0000000940100114E01_DRCL.JPG,13360,18433,11756,6935,4326,2892,2185,1585,1125,846,12034,3544.5124340336265,12879532.156315072,16638587917.42212,0
0003ML0000000940100114I01_DRCL.JPG,31256,19684,6925,3130,1661,965,617,467,243,155,6227,1424.304732406331,14861074.488148488,3897626936.101872,2
0003ML0000000950100115E01_DRCL.JPG,9980,17046,12640,7942,5122,3484,2546,1872,1430,1079,13636,3782.2815727394486,12456263.455196949,17326750586.62858,0
0003ML0000000950100115I01_DRCL.JPG,25278,20946,8635,4356,2392,1456,1001,591,278,191,7751,1572.87913883559,14442702.61272382,4173039852.136466,1
0003ML0000000960100116E01_DRCL.JPG,12465,18439,11869,7129,4553,3007,2261,1685,1213,863,11909,3456.136557645652,12248734.302290631,15766323394.79781,0
0003ML0000000960100116I01_DRCL.JPG,29963,19041,7625,3701,2112,1195,645,435,254,148,7117,1451.5084350143652,14395691.153657638,3951597822.207441,1
0003ML0000000970100117E01_DRCL.JPG,11745,16896,12069,7709,5102,3508,2528,1898,1254,845,12957,3531.832384097901,12222607.54484956,16312046895.251535,0
0003ML0000000970100117I01_DRCL.JPG,27248,20161,8865,4312,2043,1063,696,440,244,126,8244,1477.5344387034315,14527787.553588292,4110479113.164544,1
0003ML0000000980100118E01_DRCL.JPG,11617,19460,13195,7650,4445,2886,1953,1400,954,634,11885,3232.361624907902,12205176.455483526,15051495401.412811,1
0003ML0000000980100118I01_DRCL.JPG,31367,20707,6958,2993,1431,755,446,286,164,105,6053,1304.9100115476213,14736358.666211516,3565025397.939234,2
0003ML0000000990100119E01_DRCL.JPG,14288,22520,14064,6963,3375,1707,1039,584,397,226,9554,2575.9914170961383,12683443.891618446,12004687293.488045,1
0003ML0000000990100119I01_DRCL.JPG,38389,20516,4155,1081,353,161,191,197,115,67,3066,1025.1181040354925,15254213.446172949,2744270499.318744,2
0003ML0000001000100120E01_DRCL.JPG,18776,25219,12388,5062,1951,848,494,350,172,99,6609,2069.348229534949,13100577.715773948,9141027135.129051,1
0003ML0000001000100120I01_DRCL.JPG,43940,17500,2423,524,157,154,161,174,118,78,2057,934.1429825811616,15489580.48903882,2462143965.749319,2
0003ML0000001010100121E01_DRCL.JPG,20165,25231,12037,4856,1744,613,337,254,117,74,6315,1873.5101405568832,13035420.342162602,7986995592.781098,1
0003ML0000001010100121I01_DRCL.JPG,44743,17274,2129,347,120,108,118,189,123,58,1572,883.4382093806006,15636104.223593634,2219977518.713214,2
0003ML0000001020100122E01_DRCL.JPG,22183,24977,11324,4281,1530,534,291,170,97,45,5941,1750.2175759031786,13391806.855052171,7270362339.181016,1
0003ML0000001020100122I01_DRCL.JPG,45938,16539,1836,208,102,112,133,152,135,85,1318,856.3523944682763,15698900.597349752,2157958516.9076777,2
0003ML0000001030100123E01_DRCL.JPG,22168,24656,11154,4415,1710,593,377,197,123,65,6134,1806.655368589168,13228318.102780849,7590913764.806072,1
0003ML0000001030100123I01_DRCL.JPG,45970,15954,2201,361,129,82,155,186,122,60,1571,871.3536241380746,15639717.327347226,2212634339.1357875,2
0003ML0000001040100124E01_DRCL.JPG,19166,23006,12388,5724,2648,1143,613,393,207,97,7812,2123.9088258612114,12778519.086744562,9469646706.115614,1
0003ML0000001040100124I01_DRCL.JPG,42289,18159,3277,638,194,165,153,171,110,74,2250,943.7016377101304,15328889.049830329,2469535536.357375,2
0003ML0000001050100125E01_DRCL.JPG,14607,21435,13603,7323,3849,1993,1104,674,357,251,9401,2583.2224101650672,12385019.027987316,12231407306.834084,1
0003ML0000001050100125I01_DRCL.JPG,38410,19798,4635,1274,366,222,166,201,100,68,3338,1017.8070933155952,15019427.429187782,2786203032.205324,2
0003ML0000001130100133E01_DRCL.JPG,17891,24029,12533,5686,2553,1209,646,384,213,143,6898,2263.1309307743827,12692569.047342671,10288078814.878778,1
0003ML0000001130100133I01_DRCL.JPG,43093,17508,3033,608,247,154,173,191,135,65,2181,974.9775836649172,15448972.378524993,2548873182.6494203,2
0003ML0000001140100134E01_DRCL.JPG,12983,20375,13821,7498,4324,2385,1512,977,564,393,11114,2895.5546712222667,12407466.294162435,13503069925.551292,1
0003ML0000001140100134I01_DRCL.JPG,35143,20866,5457,1831,788,408,302,215,132,80,4396,1160.7813411863197,14944983.173452094,3102949820.9177413,2
0003ML0000001150100135E01_DRCL.JPG,9179,16459,13334,8614,5739,3941,2647,1759,1250,850,15017,3609.325202582955,12032722.384615242,16918536113.480648,0
0003ML0000001150100135I01_DRCL.JPG,24700,23147,9326,4050,1894,898,582,346,188,107,8205,1432.8488838918536,14499822.0039348,3947186963.023972,1
0003ML0000001160100136E01_DRCL.JPG,7092,13818,12687,9500,6633,4577,3279,2322,1738,1217,16713,4063.963693031196,11815092.84494862,19312235978.00096,0
0003ML0000001160100136I01_DRCL.JPG,20195,23043,11171,5162,2498,1338,870,547,266,165,9792,1590.6156349972168,13993678.0787704,4481710019.5664015,1
0003ML0000001170100137E01_DRCL.JPG,6465,13116,12499,9394,6658,4852,3470,2592,1911,1371,16932,4278.126852902593,11468359.815492064,20348872134.86552,0
0003ML0000001170100137I01_DRCL.JPG,19014,22417,11373,5497,2972,1663,1051,625,358,202,10527,1689.5452102391123,13778508.929862283,4761846673.8319845,1
0003ML0000001180100138E01_DRCL.JPG,6407,12966,12259,9226,6633,4900,3560,2622,2002,1492,16996,4354.406587413234,11673872.755478054,20815791640.365093,0
0003ML0000001180100138I01_DRCL.JPG,18798,22070,11538,5549,3033,1884,1080,629,368,222,10925,1685.951305304643,13500033.601938434,4780161829.37897,1
0003ML0000001190100139E01_DRCL.JPG,6200,12313,11627,8811,6532,4856,3805,2881,2328,1725,17462,4637.539573142526,11746982.14771834,22105277856.518394,0
0003ML0000001190100139I01_DRCL.JPG,17644,21332,11563,6113,3627,2106,1331,750,410,251,11493,1812.8189060939608,13309116.60202676,5182858284.665092,1
0003ML0000001200100140E01_DRCL.JPG,5341,11174,10869,8632,6600,5243,4142,3293,2643,2005,18606,4946.65266341766,11866490.89105168,23617536405.64396,0
0003ML0000001200100140I01_DRCL.JPG,15265,20420,12126,7037,4207,2608,1677,891,544,305,12731,1908.0000881064404,12933819.65351998,5465216567.665955,1
0003ML0000001210100141E01_DRCL.JPG,4712,9796,10121,8604,7013,5402,4411,3671,2935,2277,19449,5195.585848801506,12048155.507215142,25014421021.45656,0
0003ML0000001210100141I01_DRCL.JPG,12993,19568,13489,7973,4689,2722,1762,985,559,347,14121,1957.126700012824,13088863.650348052,5706145431.622602,1
0003ML0000001280100148E01_DRCL.JPG,4915,10221,10567,8832,6979,5313,4298,3427,2791,2169,18565,5047.085971044733,11473514.25992146,23724604551.16487,0
0003ML0000001280100148I01_DRCL.JPG,14286,19570,12321,7454,4657,2959,1843,1023,585,363,12933,1999.70162108114,12785189.890734054,5669558563.45988,1
0003ML0000001290100149I01_DRCL.JPG,15166,20154,12343,7154,4308,2568,1680,919,543,333,12646,1914.507209800496,13158685.293577,5392856428.078688,1
0013ML0000120000100169E01_DRCL.JPG,14372,14171,6753,3288,1746,1091,692,478,346,251,5514,2083.109111072691,61760913.92531326,4582877598.420196,1
0013ML0000120000100169I01_DRCL.JPG,42882,4879,923,261,104,72,22,9,0,0,723,656.4704889195115,26575875.9590619,929880098.125488,2
0013ML0000120010100170D01_DRCL.JPG,16757,14109,6011,2820,1483,904,545,363,300,250,4969,1766.5702971046746,54004763.34802419,3666070077.2322993,2
0013ML0000120020100171D01_DRCL.JPG,9340,14446,8891,4424,2449,1430,959,638,417,282,7401,2284.776214333823,64999395.88411254,5114941004.711059,1
0013ML0000120030100172D01_DRCL.JPG,16884,14550,6134,2671,1396,730,514,333,221,164,4606,1741.0113576651768,54603087.40768494,3500689248.9135914,2
0013ML0000120040100173D01_DRCL.JPG,16089,14977,6285,2750,1383,819,532,316,259,148,4602,1770.913784433472,55258066.98884774,3594447641.601069,2
0013ML0000120050100174D01_DRCL.JPG,17943,14330,5650,2508,1237,747,485,376,252,221,4280,1666.9318734713024,51219155.29384416,3442518500.3821864,2
0013ML0000120050100174I01_DRCL.JPG,44313,3957,550,220,85,21,6,0,0,0,340,619.5403483314782,25205143.05046115,855200971.8922343,2
0013ML0000120060100175D01_DRCL.JPG,18527,14149,5630,2379,1286,810,512,318,198,114,4116,1576.648442281709,48545767.98196615,3202713858.794092,2
0013ML0000120060100175I01_DRCL.JPG,45477,2872,532,203,63,5,0,0,0,0,359,587.8749121541454,24013855.951202,794677749.8440257,2
0013ML0000120070100176E01_DRCL.JPG,9299,10752,7355,4720,3256,2153,1579,1095,778,584,8608,2667.667114094536,77201606.56230617,5882806778.344205,1
0013ML0000120070100176I01_DRCL.JPG,31420,12397,3653,1141,389,113,39,0,0,0,2590,858.0702859866693,34746245.8147014,1175049539.4600356,2
0013ML0000120080100177D01_DRCL.JPG,10256,11353,7257,4482,3002,2085,1453,981,687,573,8245,2324.6242140318345,70028423.68107623,4759788458.309211,1
0013ML0000120090100178D01_DRCL.JPG,6468,10195,7925,5227,3770,2545,1964,1368,1013,781,9755,2930.6654928901503,83936874.94967844,6366390031.752324,1
0013ML0000120100100179D01_DRCL.JPG,10036,12061,7664,4586,2942,1920,1242,857,537,391,7977,2246.3852584551,69283354.90198494,4495084566.555224,1
0013ML0000120100100179I01_DRCL.JPG,26080,5419,2970,2137,2585,2785,3114,2533,1341,167,3863,1901.971980836492,74773201.22182249,3062268276.3224416,1
0013ML0000120110100180D01_DRCL.JPG,9805,11919,7606,4724,2900,2009,1293,905,583,396,8107,2299.026559683735,70435436.71508285,4650209673.29565,1
0013ML0000120120100181D01_DRCL.JPG,10821,12284,7516,4408,2821,1810,1139,774,539,403,7568,2150.664834110974,64987634.56771506,4442281414.512012,1
0013ML0000120120100181I01_DRCL.JPG,34487,11095,2732,646,168,24,0,0,0,0,2049,785.6687987283716,31994474.92577245,1053491178.1774988,2
0013ML0000120130100182D01_DRCL.JPG,11497,12491,7474,4346,2678,1779,1082,704,430,278,7444,2029.3477452537395,61185380.399185546,4152712926.821221,1
0013ML0000120130100182I01_DRCL.JPG,35924,9960,2557,573,123,15,0,0,0,0,1857,747.2962286550634,30449860.28003864,976218461.4981872,2
0013ML0000140010100194D01_DRCL.JPG,44662,2650,535,24,1,0,0,0,0,1,598,655.4227970264478,24882660.53267304,1117274972.684074,2
