Image_Name,Class_Label,MSGGGF_0,MSGGGF_1,MSGGGF_2,MSGGGF_3,MSGGGF_4,MSGGGF_5,MSGGGF_6,MSGGGF_7,MSGGGF_8,MSGGGF_9,MSESGF,MSFDMAF,MSSSF,MSSAMF
0050MR0002290070102772E01_DRCL.JPG,0,5448.0,9971.0,10159.0,9267.0,7763.0,6362.0,4960.0,3649.0,2644.0,1823.0,18955.0,4337.861050052958,12797521.064919323,19251846320.621445
0050MR0002290080102773E01_DRCL.JPG,0,4823.0,9710.0,10427.0,9323.0,7895.0,6477.0,4965.0,3702.0,2664.0,1820.0,18804.0,4376.293510347852,12952510.58782494,19209253409.983143
0050MR0002290120102777E01_DRCL.JPG,0,4493.0,7767.0,8650.0,8615.0,7956.0,6694.0,5667.0,4365.0,3330.0,2388.0,19433.0,4815.2768532742475,12142100.104293495,20763121578.280426
0050MR0002290130102778E01_DRCL.JPG,0,5049.0,8404.0,9028.0,8366.0,7537.0,6551.0,5289.0,4110.0,3201.0,2357.0,18821.0,4745.756509423783,13225640.950017303,20332625028.095036
0050MR0002290140102779E01_DRCL.JPG,0,4932.0,8544.0,9102.0,8481.0,7549.0,6349.0,5327.0,4235.0,3160.0,2366.0,18653.0,4670.806369318774,12438081.528470933,19800930160.660355
0050MR0002290150102780E01_DRCL.JPG,0,4416.0,8331.0,9308.0,9060.0,8215.0,6897.0,5468.0,4189.0,2933.0,2201.0,19279.0,4587.864296059021,12847092.66335255,20051322267.835396
0050MR0002290160102781E01_DRCL.JPG,0,4135.0,8708.0,9983.0,9617.0,8552.0,6882.0,5222.0,3978.0,2819.0,1900.0,19600.0,4419.6019397023165,12578182.72615382,19775564289.01517
0050MR0002290170102782E01_DRCL.JPG,0,4366.0,8753.0,10166.0,9556.0,8357.0,6618.0,5297.0,3797.0,2811.0,1941.0,19460.0,4482.816832821113,12898856.215683132,20027939796.869865
0050MR0002290180102783E01_DRCL.JPG,0,5369.0,10332.0,10877.0,9652.0,7891.0,6050.0,4626.0,3352.0,2497.0,1576.0,18279.0,4160.991420518718,13323390.926226407,18171093900.532223
0050MR0002290200102785E01_DRCL.JPG,0,6330.0,10785.0,10561.0,9057.0,7607.0,5769.0,4611.0,3356.0,2437.0,1673.0,17829.0,4121.3652923823975,13320000.667927831,18074507245.17126
0050MR0002290220102787E01_DRCL.JPG,0,5487.0,10453.0,10608.0,9273.0,7841.0,6069.0,4667.0,3567.0,2504.0,1699.0,18094.0,4221.911766055356,12864026.255693525,18526451442.71746
0050MR0002290230102788E01_DRCL.JPG,0,6322.0,11142.0,10625.0,8833.0,7202.0,5617.0,4551.0,3431.0,2498.0,1780.0,17625.0,4174.32153732869,13599138.630274564,18003782375.15897
0050MR0002290240102789E01_DRCL.JPG,0,6529.0,11308.0,11029.0,9117.0,7168.0,5667.0,4479.0,3320.0,2425.0,1610.0,17272.0,4099.848876043462,13271421.67991434,17644386814.60493
0050MR0002290250102790E01_DRCL.JPG,0,8219.0,12209.0,10641.0,8295.0,6372.0,5152.0,4088.0,3100.0,2460.0,1781.0,15713.0,4018.3351960964324,13563681.138660297,16557121747.206053
0050MR0002290260102791E01_DRCL.JPG,0,10712.0,12149.0,10153.0,7882.0,6227.0,4963.0,3792.0,2910.0,2264.0,1567.0,14752.0,3861.2527668597927,14191586.810698435,15777395138.012486
0050MR0002290270102792E01_DRCL.JPG,0,12596.0,12458.0,10034.0,7700.0,6047.0,4572.0,3410.0,2625.0,1963.0,1433.0,14496.0,3743.075682462011,14112891.656274617,15655044566.771929
0050MR0002290280102793E01_DRCL.JPG,0,8915.0,13312.0,10942.0,8217.0,6465.0,4752.0,3745.0,2720.0,2079.0,1486.0,15512.0,3823.337684967498,13951143.774611399,15718618198.733883
0050MR0002290290102794E01_DRCL.JPG,0,9044.0,13915.0,11460.0,8641.0,6323.0,4664.0,3470.0,2530.0,1753.0,1303.0,15410.0,3705.2122035934244,13550448.664935842,15495234057.789967
0050MR0002290300102795E01_DRCL.JPG,0,7903.0,13666.0,11522.0,8820.0,6744.0,4898.0,3627.0,2630.0,1835.0,1319.0,15820.0,3871.899066484819,13332560.120082036,17038044667.392393
0050MR0002290310102796E01_DRCL.JPG,0,7938.0,13778.0,11635.0,8954.0,6602.0,4923.0,3662.0,2534.0,1895.0,1228.0,16180.0,3759.7835332236727,12957777.483841106,16573322337.133919
0050MR0002290480102813E01_DRCL.JPG,0,12271.0,16220.0,12804.0,8792.0,5608.0,3477.0,2206.0,1386.0,924.0,540.0,13890.0,3211.9698251823143,12531169.26714848,14599293875.148241
0050MR0002290550102820E01_DRCL.JPG,0,11927.0,16578.0,11969.0,7862.0,5228.0,3548.0,2531.0,1786.0,1320.0,843.0,12933.0,3471.2426130709678,13509341.390874133,15309025645.642765
0050MR0002290560102821E01_DRCL.JPG,0,7618.0,14281.0,12842.0,9640.0,6766.0,4690.0,3242.0,2099.0,1444.0,977.0,15975.0,3800.087030207759,13059909.029509276,16964295980.016794
0050MR0002290580102823E01_DRCL.JPG,0,7026.0,12839.0,12190.0,9610.0,7096.0,5231.0,3770.0,2674.0,1844.0,1168.0,16491.0,3857.9788264651975,13028767.058568552,16986915496.984324
0050MR0002290590102824E01_DRCL.JPG,0,7551.0,13274.0,12358.0,9455.0,7035.0,4797.0,3645.0,2482.0,1732.0,1074.0,15961.0,3818.152050018464,12318769.105805948,17183907821.31236
0050MR0002290600102825E01_DRCL.JPG,0,10214.0,14763.0,11156.0,7862.0,5913.0,4280.0,3353.0,2476.0,1776.0,1141.0,14027.0,3777.746205345723,13418684.984597638,15833028526.677322
0050MR0002290610102826E01_DRCL.JPG,0,8896.0,12190.0,9920.0,8233.0,6673.0,5271.0,4296.0,3087.0,2372.0,1568.0,15912.0,4090.0297925571886,13694221.005224302,17519108242.693417
0050MR0002290630102828E01_DRCL.JPG,0,11890.0,13748.0,9963.0,7599.0,5855.0,4583.0,3560.0,2655.0,1871.0,1251.0,14114.0,3712.617665989226,14747253.108565807,15796013493.301563
0050MR0002290640102829E01_DRCL.JPG,0,9698.0,12352.0,10214.0,8169.0,6318.0,5145.0,3891.0,3022.0,2109.0,1493.0,15430.0,3987.5069421027774,13744654.602261156,16857165378.896854
0050MR0002290650102830E01_DRCL.JPG,0,5712.0,9076.0,9658.0,9007.0,7941.0,6522.0,5118.0,3987.0,2814.0,1897.0,18538.0,4388.948978134784,13426187.66013068,19180084401.48143
0050MR0002290660102831E01_DRCL.JPG,0,8145.0,11158.0,9513.0,8448.0,7147.0,5934.0,4551.0,3369.0,2373.0,1611.0,17098.0,4159.033202884039,13533141.041229546,18486606170.462143
0050MR0002290690102834E01_DRCL.JPG,0,6774.0,11524.0,11476.0,9500.0,7504.0,5673.0,4060.0,2862.0,1962.0,1359.0,16694.0,4010.4363931546745,12811143.056316778,17867198003.746468
0050MR0002290700102835E01_DRCL.JPG,0,5361.0,10406.0,11064.0,9754.0,7875.0,5891.0,4476.0,3386.0,2397.0,1612.0,18319.0,4254.291927781785,12966265.12919411,19039185950.075214
0050MR0002290740102839E01_DRCL.JPG,0,5617.0,9921.0,9827.0,8939.0,7745.0,6173.0,4953.0,3590.0,2668.0,1912.0,18617.0,4462.782499792265,11893901.033698082,19132912538.48492
0050MR0002290750102840E01_DRCL.JPG,0,9547.0,11727.0,9210.0,7488.0,6253.0,5160.0,4159.0,3205.0,2423.0,1749.0,16089.0,4237.927555596164,13128666.657833025,17596304090.31729
0050MR0002290760102841E01_DRCL.JPG,0,7465.0,10581.0,9428.0,8217.0,6763.0,5754.0,4539.0,3577.0,2763.0,1887.0,17192.0,4323.968851108793,13282013.07045646,18146576093.264297
0050MR0002290770102842E01_DRCL.JPG,0,6811.0,10581.0,9590.0,8012.0,6805.0,5428.0,4702.0,3690.0,2889.0,2081.0,17321.0,4449.933860789292,12816649.235206217,18620039276.70737
0050MR0002290800102845E01_DRCL.JPG,0,12866.0,9706.0,9934.0,8529.0,6660.0,5150.0,3776.0,2791.0,1984.0,1297.0,16137.0,4000.997694829491,11904011.35295768,18186886485.332527
0050MR0002290810102846E01_DRCL.JPG,0,5833.0,10980.0,10745.0,8545.0,7252.0,5661.0,4577.0,3514.0,2612.0,1856.0,17295.0,4360.466234744322,12482602.585401505,18980664107.700535
0050MR0002290820102847E01_DRCL.JPG,0,7222.0,11765.0,10647.0,8447.0,6836.0,5292.0,4270.0,3317.0,2392.0,1745.0,16407.0,4205.312899811292,13354246.013041705,18062274210.846
0050MR0002290830102848E01_DRCL.JPG,0,6126.0,11230.0,10838.0,9017.0,7650.0,5811.0,4546.0,3244.0,2336.0,1554.0,17791.0,4083.321485587083,12664616.61390844,17262328679.217587
0050MR0002290840102849E01_DRCL.JPG,0,7674.0,11788.0,10660.0,8886.0,7052.0,5458.0,4179.0,3075.0,2205.0,1544.0,17089.0,4009.480815619886,13116820.41386357,16697737441.290085
0050MR0002290850102850E01_DRCL.JPG,0,6733.0,11017.0,10656.0,9075.0,7345.0,5761.0,4375.0,3279.0,2389.0,1635.0,17753.0,4150.4904985045905,13179630.628964737,17964748335.1187
0050MR0002290860102851E01_DRCL.JPG,0,6195.0,12138.0,11921.0,9825.0,7673.0,5632.0,4060.0,2679.0,1879.0,1198.0,17394.0,3964.9485023794887,12770577.63721463,17648440170.95156
0050MR0002290870102852E01_DRCL.JPG,0,6613.0,12331.0,11513.0,9500.0,7191.0,5448.0,4019.0,2840.0,2029.0,1340.0,17010.0,3977.075262788693,13087089.960680097,17518774347.46776
0050MR0002290880102853E01_DRCL.JPG,0,10034.0,13463.0,10357.0,8092.0,6375.0,4864.0,3662.0,2710.0,1921.0,1339.0,15074.0,3844.85137794079,12688096.77542679,16784395670.654552
0051MR0002310320102887E01_DRCL.JPG,0,19909.0,12313.0,8965.0,6890.0,5149.0,3589.0,2584.0,1840.0,1308.0,842.0,12461.0,3250.297867928,14615870.52476573,13590268037.786257
0051MR0002310330102888E01_DRCL.JPG,0,15150.0,12928.0,10381.0,7764.0,5713.0,4017.0,2716.0,2009.0,1444.0,1037.0,14142.0,3416.4714335177896,14456230.572514877,14552487580.591003
0051MR0002310350102890E01_DRCL.JPG,0,12162.0,13796.0,11004.0,8279.0,5968.0,4171.0,2976.0,2093.0,1502.0,1026.0,14683.0,3466.1681173133493,14229489.617678016,14099691633.71363
0051MR0002310360102891E01_DRCL.JPG,0,8123.0,13227.0,11676.0,9058.0,6740.0,4857.0,3505.0,2439.0,1721.0,1270.0,16261.0,3743.3012242026102,13542220.390115127,16081147677.64351
0051MR0002310370102892E01_DRCL.JPG,0,9705.0,14484.0,11657.0,8530.0,6156.0,4324.0,3086.0,2287.0,1678.0,1103.0,14833.0,3613.8611560847044,13989121.072202548,15474439114.36211
0051MR0002310380102893E01_DRCL.JPG,0,8642.0,14143.0,12081.0,8799.0,6390.0,4293.0,3204.0,2330.0,1793.0,1290.0,15329.0,3700.0251751462247,14248304.327995345,15999076994.713058
0051MR0002310390102894E01_DRCL.JPG,0,7900.0,14333.0,12615.0,9222.0,6512.0,4477.0,3167.0,2224.0,1566.0,1091.0,15719.0,3621.4785588264385,14242958.417742744,15620973213.470802
0051MR0002310400102895E01_DRCL.JPG,0,7736.0,14215.0,12930.0,9540.0,6672.0,4401.0,3033.0,2056.0,1476.0,1094.0,16287.0,3577.1718030917145,14697972.125243127,15153723995.558495
0051MR0002310410102896E01_DRCL.JPG,0,7662.0,14434.0,13245.0,9949.0,6619.0,4519.0,2924.0,1911.0,1360.0,880.0,16404.0,3437.2861450149,14215923.301061198,14812678915.9152
0051MR0002310420102897E01_DRCL.JPG,0,8161.0,14393.0,12900.0,9485.0,6582.0,4292.0,2930.0,1993.0,1363.0,974.0,15991.0,3489.290315572357,14600408.973456874,14275617225.421501
0051MR0002310430102898E01_DRCL.JPG,0,8079.0,14221.0,13089.0,9474.0,6709.0,4448.0,3011.0,2043.0,1346.0,907.0,16564.0,3465.9692885245086,14466624.747013688,14713541853.60406
0051MR0002310500102905E01_DRCL.JPG,0,10021.0,15957.0,12594.0,8538.0,5850.0,3827.0,2687.0,1820.0,1312.0,896.0,14605.0,3319.1326879817702,14020730.116814762,14440505258.365574
0051MR0002310540102909E01_DRCL.JPG,0,9524.0,15959.0,13398.0,8753.0,5744.0,3689.0,2545.0,1868.0,1334.0,822.0,13668.0,3370.12800459207,13273042.207590789,14973816172.57111
0051MR0002310550102910E01_DRCL.JPG,0,7186.0,13285.0,12587.0,9476.0,6606.0,4747.0,3355.0,2525.0,1795.0,1269.0,16303.0,3728.7125819569555,13633074.370289668,16419821460.351042
0051MR0002310560102911E01_DRCL.JPG,0,6886.0,13166.0,12338.0,9263.0,6815.0,4903.0,3544.0,2550.0,1873.0,1286.0,16464.0,3814.4033142465387,13968966.350735381,16607360811.669704
0051MR0002310570102912E01_DRCL.JPG,0,7293.0,12962.0,11953.0,9174.0,6870.0,4752.0,3521.0,2657.0,1819.0,1330.0,16483.0,3946.316691862003,13827182.116825253,17054749639.4055
0051MR0002310580102913E01_DRCL.JPG,0,7226.0,13042.0,11715.0,9008.0,7006.0,4963.0,3576.0,2670.0,1932.0,1425.0,16763.0,3918.974221200239,13932735.116128623,17202983459.58487
0051MR0002310590102914E01_DRCL.JPG,0,7695.0,12689.0,11704.0,9560.0,7071.0,5095.0,3503.0,2464.0,1864.0,1229.0,16850.0,3823.5364482452237,13762107.114272848,16766301551.955362
0051MR0002310600102915E01_DRCL.JPG,0,6321.0,12164.0,11652.0,9467.0,7257.0,5332.0,3910.0,2748.0,1942.0,1434.0,17069.0,3938.8261342965498,13901041.011532843,17201720561.387947
0051MR0002310610102916E01_DRCL.JPG,0,7401.0,12427.0,11905.0,9284.0,6950.0,4984.0,3716.0,2620.0,1929.0,1367.0,16445.0,3887.537125107446,14549162.262743786,16530207070.283484
0051MR0002310620102917E01_DRCL.JPG,0,8643.0,13648.0,11813.0,8838.0,6505.0,4517.0,3313.0,2394.0,1811.0,1298.0,15436.0,3720.8436555503204,14225954.27595213,15902519326.16149
0051MR0002310630102918E01_DRCL.JPG,0,7480.0,13925.0,12377.0,8980.0,6355.0,4615.0,3341.0,2445.0,1814.0,1307.0,15479.0,3812.449641925677,14088662.0056227,16882680090.400291
0051MR0002310640102919E01_DRCL.JPG,0,9032.0,15227.0,12581.0,8664.0,5858.0,4134.0,2961.0,2145.0,1537.0,1069.0,15024.0,3602.0011012623413,14522714.070769086,15923281193.514874
0051MR0002310650102920E01_DRCL.JPG,0,8785.0,14908.0,12347.0,8792.0,5992.0,4230.0,3136.0,2157.0,1574.0,1158.0,15203.0,3560.211131367468,13930897.745370403,15648254810.653017
0051MR0002310660102921E01_DRCL.JPG,0,8713.0,15061.0,12897.0,8846.0,6200.0,4260.0,2913.0,2123.0,1455.0,942.0,15282.0,3450.7032654030563,13771037.319321424,15220207008.726564
0051MR0002310780102933E01_DRCL.JPG,0,8601.0,14559.0,13245.0,9510.0,6361.0,4218.0,2727.0,1851.0,1388.0,900.0,16111.0,3445.512817510151,13690575.070643231,14965741179.593763
0051MR0002310800102935E01_DRCL.JPG,0,14192.0,14269.0,11612.0,8214.0,5455.0,3615.0,2481.0,1662.0,1211.0,803.0,13833.0,3217.2578974094463,14900235.613382816,13881546954.466093
0054MR0002480120103045E01_DRCL.JPG,0,5466.0,11458.0,11649.0,9322.0,7258.0,5416.0,4045.0,2988.0,2281.0,1721.0,17449.0,4208.469555519439,12510154.808777481,18241900393.37082
0054MR0002480130103046E01_DRCL.JPG,0,8722.0,14373.0,12009.0,8685.0,6166.0,4111.0,3094.0,2312.0,1736.0,1228.0,14781.0,3817.133062446829,12497748.620145187,16205501022.253448
0054MR0002480140103047E01_DRCL.JPG,0,13649.0,17343.0,10881.0,6554.0,4522.0,3134.0,2361.0,1852.0,1356.0,1095.0,11041.0,3414.669238425482,13230776.377355143,14289423153.278631
0054MR0002480150103048E01_DRCL.JPG,0,12237.0,16841.0,11146.0,7200.0,4823.0,3366.0,2575.0,1875.0,1490.0,1047.0,11877.0,3571.0713510899636,13813767.738249302,14614082017.104979
0054MR0002480160103049E01_DRCL.JPG,0,9686.0,14873.0,12009.0,8413.0,5808.0,4012.0,2879.0,2110.0,1589.0,1236.0,14061.0,3672.8098204101784,13121270.132408097,15515107892.521599
0054MR0002480170103050E01_DRCL.JPG,0,9710.0,14175.0,11204.0,8092.0,5742.0,4475.0,3261.0,2504.0,1874.0,1370.0,14496.0,3744.2021724963206,12798890.035862103,15506159379.928062
0054MR0002480180103051E01_DRCL.JPG,0,9815.0,15075.0,11209.0,7857.0,5711.0,4023.0,3227.0,2339.0,1777.0,1331.0,14384.0,3667.519784798444,13046776.606370568,15289986331.912222
0054MR0002480190103052E01_DRCL.JPG,0,10972.0,14622.0,11030.0,7700.0,5759.0,4234.0,3128.0,2237.0,1702.0,1240.0,13848.0,3563.9845178979904,13066481.978096515,15027712912.28757
0054MR0002480200103053E01_DRCL.JPG,0,9430.0,14814.0,11472.0,7966.0,5606.0,4115.0,3235.0,2335.0,1799.0,1356.0,14617.0,3731.559807285715,12898044.097169086,15606764625.77097
0054MR0002480230103056E01_DRCL.JPG,0,8682.0,13323.0,11084.0,8150.0,6324.0,4626.0,3625.0,2597.0,2007.0,1495.0,15244.0,3798.4114767379983,13612802.322098538,15500403620.436443
0057MR0002650000103112E01_DRCL.JPG,0,8953.0,14067.0,13005.0,9976.0,6964.0,4559.0,2982.0,1715.0,1009.0,600.0,16221.0,3607.543724711654,12400436.646383405,16323245946.652805
0064MR0002850370103215E01_DRCL.JPG,0,11569.0,15417.0,11443.0,7830.0,5325.0,3682.0,2711.0,2071.0,1478.0,1144.0,14059.0,3251.195511844164,16550018.71903275,12797318981.244457
0064MR0002850380103216E01_DRCL.JPG,0,14141.0,16842.0,11278.0,7214.0,4848.0,3163.0,2183.0,1597.0,1189.0,818.0,12902.0,3129.999408639908,14003091.564890966,12521825113.778818
0064MR0002850410103219E01_DRCL.JPG,0,12031.0,15103.0,11682.0,8090.0,5392.0,3666.0,2730.0,1899.0,1459.0,926.0,14109.0,3363.5779115719424,14976649.93451196,13631955302.299181
0064MR0002850430103221E01_DRCL.JPG,0,12126.0,15730.0,11852.0,7915.0,5335.0,3660.0,2624.0,1874.0,1370.0,950.0,13961.0,3234.3796231655256,13898713.80382444,13488106945.134338
0064MR0002850500103228E01_DRCL.JPG,0,10171.0,14773.0,11610.0,8277.0,5877.0,4002.0,3003.0,2277.0,1590.0,1185.0,14645.0,3562.2023840156085,13126594.00658539,15167112169.858723
0064MR0002850510103229E01_DRCL.JPG,0,10507.0,15155.0,11441.0,7707.0,5398.0,3867.0,3009.0,2183.0,1752.0,1325.0,14018.0,3610.432238309982,13362218.109690785,15096528245.96424
0064MR0002850520103230E01_DRCL.JPG,0,8755.0,13942.0,11563.0,8330.0,5869.0,4293.0,3316.0,2477.0,1952.0,1513.0,15234.0,3776.1140762219584,13369033.715841144,15747680996.74236
0064MR0002850530103231E01_DRCL.JPG,0,7954.0,14136.0,12085.0,8792.0,5998.0,4433.0,3287.0,2503.0,1861.0,1327.0,15280.0,3795.159547214433,13794404.542079553,15865589669.783089
0064MR0002850540103232E01_DRCL.JPG,0,8440.0,14370.0,12067.0,8557.0,6035.0,4297.0,3288.0,2419.0,1910.0,1348.0,15062.0,3669.114019590293,13743268.763610959,15570829358.998951
0064MR0002850550103233E01_DRCL.JPG,0,9982.0,14600.0,11775.0,8396.0,5750.0,4185.0,3065.0,2226.0,1713.0,1193.0,14504.0,3541.660428015733,14069956.29151401,14948998495.662165
0064MR0002850560103234E01_DRCL.JPG,0,14452.0,14971.0,11246.0,7923.0,5281.0,3607.0,2492.0,1766.0,1274.0,834.0,13225.0,3231.3932749206106,14667750.04582733,13494648515.911663
0064MR0002850570103235E01_DRCL.JPG,0,10362.0,14348.0,11843.0,8725.0,6185.0,4275.0,3071.0,2114.0,1494.0,1070.0,15461.0,3534.902919702273,15142176.701013535,14886922923.329723
