Image_Name,Class_Label,MSGGGF_0,MSGGGF_1,MSGGGF_2,MSGGGF_3,MSGGGF_4,MSGGGF_5,MSGGGF_6,MSGGGF_7,MSGGGF_8,MSGGGF_9,MSESGF,MSFDMAF,MSSSF,MSSAMF,FDMA,Amp_Mean,Amp_Var,Amp_Skew,Amp_Kurtosis,Sym_X,Sym_Y
0017MR0000510050100111C00_DRCL.JPG,0,4162.0,8129.0,8940.0,7544.0,5940.0,4364.0,3205.0,2080.0,1409.0,949.0,14102.0,3923.466682428987,89731610.1197578,11867593621.398067,156.9296417236328,156.9296417236328,319.1044616699219,-0.17690344600720412,0.9545812999525594,14.492166519165039,14.295831680297852
0017MR0000510060100112C00_DRCL.JPG,0,4354.0,8480.0,8896.0,7545.0,5816.0,4275.0,3014.0,2039.0,1408.0,859.0,13700.0,3892.003944993875,89403047.45374314,11708678980.373045,156.5760498046875,156.5760498046875,324.95538330078125,-0.16939085683535168,0.9184462058035088,14.543057441711426,14.62324333190918
0017MR0000510070100113C00_DRCL.JPG,0,4610.0,9005.0,9164.0,7667.0,5572.0,4049.0,2825.0,1923.0,1296.0,810.0,13418.0,3760.9664028701486,87220240.63286185,11232584297.294977,155.73403930664062,155.73403930664062,327.6319885253906,-0.1526423148649086,0.9738116416009208,14.437610626220703,14.4065523147583
0017MR0000510080100114C00_DRCL.JPG,0,4880.0,8534.0,8520.0,7252.0,5537.0,4082.0,3057.0,2022.0,1490.0,998.0,13300.0,3838.934682764059,92729163.558797,11070937884.2552,155.33839416503906,155.33839416503906,357.41815185546875,-0.09751725971448669,0.8562405739446586,14.534778594970703,14.396947860717773
0017MR0000510090100115C00_DRCL.JPG,0,4906.0,8498.0,8836.0,7213.0,5542.0,3939.0,2993.0,2075.0,1447.0,989.0,13283.0,3834.2769741559728,91905865.35476269,11093695653.20751,155.40554809570312,155.40554809570312,353.9651184082031,-0.0923194193473781,0.7903784988231397,14.510843276977539,14.4281005859375
0017MR0000510100100116C00_DRCL.JPG,0,5003.0,9106.0,8991.0,7169.0,5311.0,3891.0,2809.0,1968.0,1303.0,925.0,13202.0,3774.3286955183166,91450019.96192923,10850989381.477152,154.87730407714844,154.87730407714844,358.33917236328125,-0.04579251615490817,0.6814497612157702,14.440145492553711,14.386510848999023
0017MR0000510110100117C00_DRCL.JPG,0,5019.0,9486.0,9204.0,7214.0,5177.0,3819.0,2635.0,1925.0,1287.0,880.0,12992.0,3722.1179674203804,90172682.55202848,10717147848.02083,154.74691772460938,154.74691772460938,352.459716796875,-0.08284279480456067,0.8238289963801231,14.213641166687012,14.20096206665039
0017MR0000510120100118C00_DRCL.JPG,0,5005.0,9092.0,9037.0,7324.0,5483.0,3870.0,2808.0,1909.0,1256.0,829.0,13168.0,3697.3494002939615,90724165.17380217,10522108491.081036,154.28768920898438,154.28768920898438,365.0019226074219,-0.09002835915673665,0.991747213769087,14.54855728149414,14.412190437316895
0017MR0000510130100119C00_DRCL.JPG,0,4938.0,8871.0,9061.0,7491.0,5481.0,3964.0,2726.0,1856.0,1269.0,901.0,13232.0,3737.450003673992,91244128.18835281,10662453586.457321,154.5289764404297,154.5289764404297,363.5244140625,-0.0758780696527343,0.9106299772081536,14.673542022705078,14.482620239257812
0017MR0000510140100120C00_DRCL.JPG,0,5065.0,9548.0,9224.0,7357.0,5319.0,3763.0,2668.0,1739.0,1177.0,803.0,13076.0,3672.1236911196206,90213547.00906861,10465445246.526958,154.14254760742188,154.14254760742188,360.246826171875,-0.016735809328306112,0.7439584002632511,14.470195770263672,14.32914924621582
0017MR0000510150100121C00_DRCL.JPG,0,5000.0,9579.0,9537.0,7480.0,5242.0,3742.0,2632.0,1705.0,1088.0,772.0,13046.0,3600.8978573239756,88841467.5787798,10252116537.90596,153.65855407714844,153.65855407714844,367.36956787109375,-0.07324435179749825,0.8395156268963246,14.478370666503906,14.36051082611084
0030MR0001350010100768E01_DRCL.JPG,0,6635.0,12198.0,11732.0,9666.0,7325.0,5167.0,3704.0,2735.0,1996.0,1329.0,17605.0,3929.706435485484,11606884.102962628,16418989910.273388,154.4398956298828,154.4398956298828,411.2362060546875,-0.03398369761498869,0.4105982427313686,14.862615585327148,14.80965518951416
0030MR0001350020100769E01_DRCL.JPG,0,7297.0,12296.0,11789.0,9694.0,7137.0,5173.0,3595.0,2565.0,1835.0,1306.0,17193.0,3936.652490325691,13339488.570496708,16685065275.16116,154.2128448486328,154.2128448486328,414.6342468261719,-0.024988607069081098,0.5053828022700628,13.835504531860352,13.792903900146484
0039MR0001790010101234E01_DRCL.JPG,0,4200.0,7682.0,8088.0,7677.0,7290.0,6203.0,5427.0,4626.0,3840.0,2929.0,19239.0,4950.491340500072,12725948.54437825,20742997323.418766,158.9202880859375,158.9202880859375,429.3824768066406,-0.04145053808836339,0.39190431308759477,14.726981163024902,14.708861351013184
0048MR0002170010102695E01_DRCL.JPG,0,4935.0,8667.0,9158.0,8551.0,7614.0,6566.0,5198.0,4040.0,3027.0,2228.0,18627.0,4725.0409045044225,12739330.61880207,20101065070.0384,158.09849548339844,158.09849548339844,419.4082946777344,-0.03202794713800269,0.4615926132254491,14.131622314453125,14.13372802734375
0049MR0002190130102704E01_DRCL.JPG,0,11009.0,16096.0,12513.0,8214.0,5475.0,3544.0,2426.0,1735.0,1268.0,958.0,13943.0,3249.7853144444734,13049306.955743372,13825290371.66558,150.1077423095703,150.1077423095703,435.105224609375,-0.032675604052730456,0.17758394288143498,13.930253982543945,13.846505165100098
0050ML0002300180102166E01_DRCL.JPG,0,7630.0,13989.0,12855.0,9646.0,6781.0,4623.0,3314.0,2318.0,1529.0,1109.0,15611.0,3914.1335094122214,12477520.36628142,18000733108.324123,156.59701538085938,156.59701538085938,333.6407470703125,-0.18426291999869485,0.8120628810054407,14.067788124084473,14.032970428466797
0050ML0002300190102167E01_DRCL.JPG,0,7359.0,14308.0,13597.0,9943.0,6927.0,4684.0,3210.0,2064.0,1342.0,901.0,15303.0,3830.723928868898,12643853.141402543,18116178547.9285,156.72378540039062,156.72378540039062,316.8768310546875,-0.2524578783158307,0.815211053565096,13.815520286560059,13.848283767700195
0050ML0002300200102168E01_DRCL.JPG,0,5466.0,11475.0,11826.0,9683.0,7733.0,6029.0,4341.0,3144.0,2169.0,1512.0,17892.0,4279.757824098406,12775475.066748679,19940236447.951813,158.47325134277344,158.47325134277344,337.56719970703125,-0.18933071068612897,0.6101005125019059,14.001184463500977,13.993932723999023
0050ML0002300210102169E01_DRCL.JPG,0,6352.0,11136.0,11204.0,9581.0,7289.0,5576.0,4271.0,3250.0,2411.0,1633.0,17370.0,4334.567369372058,12268162.276326597,20036384856.631973,158.3896484375,158.3896484375,347.324951171875,-0.1379201889662607,0.5996512141956591,13.934310913085938,13.839839935302734
0050MR0002290000102765E01_DRCL.JPG,0,5297.0,10289.0,10532.0,9025.0,7586.0,5875.0,4470.0,3270.0,2563.0,1866.0,18180.0,4597.881986076183,15770435.279084325,20545355247.112453,159.33187866210938,159.33187866210938,356.2103271484375,-0.1836751678634692,0.6486215190023348,14.166890144348145,14.25435733795166
0050MR0002290010102766E01_DRCL.JPG,0,6299.0,11776.0,11804.0,9972.0,7719.0,5626.0,3924.0,2677.0,1912.0,1289.0,17820.0,3949.94559569244,13087013.714240089,17707243171.500534,156.24984741210938,156.24984741210938,363.6045837402344,-0.20728992109254507,0.5668332573482213,14.115487098693848,14.106928825378418
0050MR0002290020102767E01_DRCL.JPG,0,7329.0,12193.0,11209.0,9164.0,7220.0,5505.0,3967.0,2841.0,2022.0,1424.0,17019.0,4011.5558450037342,13466002.752007365,17885377433.0688,156.53684997558594,156.53684997558594,358.5837097167969,-0.1458754966619549,0.4768450763022214,14.09480094909668,14.11459732055664
0050MR0002290030102768E01_DRCL.JPG,0,7247.0,11648.0,10920.0,9307.0,7383.0,5580.0,4033.0,2985.0,2102.0,1486.0,17309.0,4040.955105981014,13214265.337297767,18008562761.66166,156.58372497558594,156.58372497558594,365.1505126953125,-0.1554319196552056,0.45964942899430916,14.033339500427246,14.079323768615723
0050MR0002290040102769E01_DRCL.JPG,0,6646.0,10465.0,9844.0,8877.0,7655.0,5880.0,4636.0,3460.0,2480.0,1891.0,17878.0,4280.150940734205,13836381.896923095,18496000023.132698,156.96876525878906,156.96876525878906,388.3318176269531,-0.08945318040106738,0.5044625551872071,14.127213478088379,14.171574592590332
0050MR0002290050102770E01_DRCL.JPG,0,4665.0,9081.0,10131.0,9520.0,8194.0,6469.0,5041.0,3811.0,2814.0,2016.0,19320.0,4375.952254659554,12966121.016257882,19348710067.121777,157.92803955078125,157.92803955078125,374.3939514160156,-0.12317441353484587,0.509303367490122,14.233089447021484,14.238801002502441
0050MR0002290060102771E01_DRCL.JPG,0,4175.0,8820.0,10026.0,9537.0,8166.0,6655.0,5328.0,3991.0,2952.0,2097.0,19461.0,4454.684815405211,12920994.495199174,19719244512.519905,158.31484985351562,158.31484985351562,375.56500244140625,-0.12893672534535192,0.4354657309153658,14.268404960632324,14.258373260498047
0050MR0002290070102772E01_DRCL.JPG,0,5448.0,9971.0,10159.0,9267.0,7763.0,6362.0,4960.0,3649.0,2644.0,1823.0,18955.0,4337.861050052958,12797521.064919323,19251846320.621445,157.83555603027344,157.83555603027344,372.1623229980469,-0.14312449740198369,0.5551280550339284,14.440546989440918,14.336395263671875
0050MR0002290080102773E01_DRCL.JPG,0,4823.0,9710.0,10427.0,9323.0,7895.0,6477.0,4965.0,3702.0,2664.0,1820.0,18804.0,4376.293510347852,12952510.58782494,19209253409.983143,157.71746826171875,157.71746826171875,382.113037109375,-0.11666504030413759,0.4843534681655157,14.127593994140625,14.016193389892578
0050MR0002290120102777E01_DRCL.JPG,0,4493.0,7767.0,8650.0,8615.0,7956.0,6694.0,5667.0,4365.0,3330.0,2388.0,19433.0,4815.2768532742475,12142100.104293495,20763121578.280426,159.0085906982422,159.0085906982422,402.76251220703125,-0.053236524098698265,0.47612508844273727,14.422200202941895,14.361189842224121
0050MR0002290130102778E01_DRCL.JPG,0,5049.0,8404.0,9028.0,8366.0,7537.0,6551.0,5289.0,4110.0,3201.0,2357.0,18821.0,4745.756509423783,13225640.950017303,20332625028.095036,158.5314178466797,158.5314178466797,402.5103454589844,-9.844893207770482e-05,0.44319439455725185,14.305560111999512,14.303855895996094
0050MR0002290140102779E01_DRCL.JPG,0,4932.0,8544.0,9102.0,8481.0,7549.0,6349.0,5327.0,4235.0,3160.0,2366.0,18653.0,4670.806369318774,12438081.528470933,19800930160.660355,158.00848388671875,158.00848388671875,404.8049621582031,0.04758967918815867,0.47093481793359837,14.215813636779785,14.150516510009766
0050MR0002290150102780E01_DRCL.JPG,0,4416.0,8331.0,9308.0,9060.0,8215.0,6897.0,5468.0,4189.0,2933.0,2201.0,19279.0,4587.864296059021,12847092.66335255,20051322267.835396,158.23680114746094,158.23680114746094,399.0453186035156,-0.09023529959390927,0.4846595515067009,14.293906211853027,14.231731414794922
0050MR0002290160102781E01_DRCL.JPG,0,4135.0,8708.0,9983.0,9617.0,8552.0,6882.0,5222.0,3978.0,2819.0,1900.0,19600.0,4419.6019397023165,12578182.72615382,19775564289.01517,157.93280029296875,157.93280029296875,386.7353820800781,-0.11104938937171621,0.30209475027816124,14.083086967468262,14.041397094726562
0050MR0002290170102782E01_DRCL.JPG,0,4366.0,8753.0,10166.0,9556.0,8357.0,6618.0,5297.0,3797.0,2811.0,1941.0,19460.0,4482.816832821113,12898856.215683132,20027939796.869865,158.2156219482422,158.2156219482422,382.5599060058594,-0.09453095270921541,0.3869626284028489,13.899298667907715,13.964531898498535
0050MR0002290180102783E01_DRCL.JPG,0,5369.0,10332.0,10877.0,9652.0,7891.0,6050.0,4626.0,3352.0,2497.0,1576.0,18279.0,4160.991420518718,13323390.926226407,18171093900.532223,155.7754669189453,155.7754669189453,414.43560791015625,-0.04488936136586618,0.25602581366177235,14.000650405883789,13.98504638671875
0050MR0002290200102785E01_DRCL.JPG,0,6330.0,10785.0,10561.0,9057.0,7607.0,5769.0,4611.0,3356.0,2437.0,1673.0,17829.0,4121.3652923823975,13320000.667927831,18074507245.17126,155.6020965576172,155.6020965576172,418.3461608886719,-0.06716683942481744,0.2263905594165485,13.96408462524414,13.875896453857422
0050MR0002290220102787E01_DRCL.JPG,0,5487.0,10453.0,10608.0,9273.0,7841.0,6069.0,4667.0,3567.0,2504.0,1699.0,18094.0,4221.911766055356,12864026.255693525,18526451442.71746,156.39447021484375,156.39447021484375,406.37164306640625,-0.07856155026050331,0.27159958311798205,13.820914268493652,13.790571212768555
0050MR0002290230102788E01_DRCL.JPG,0,6322.0,11142.0,10625.0,8833.0,7202.0,5617.0,4551.0,3431.0,2498.0,1780.0,17625.0,4174.32153732869,13599138.630274564,18003782375.15897,155.70993041992188,155.70993041992188,418.9757080078125,-0.04414234604805613,0.29261709514480794,13.798534393310547,13.739144325256348
0050MR0002290240102789E01_DRCL.JPG,0,6529.0,11308.0,11029.0,9117.0,7168.0,5667.0,4479.0,3320.0,2425.0,1610.0,17272.0,4099.848876043462,13271421.67991434,17644386814.60493,155.5355987548828,155.5355987548828,409.85955810546875,-0.06377722832630502,0.3954373711333732,13.675130844116211,13.600957870483398
0050MR0002290250102790E01_DRCL.JPG,0,8219.0,12209.0,10641.0,8295.0,6372.0,5152.0,4088.0,3100.0,2460.0,1781.0,15713.0,4018.3351960964324,13563681.138660297,16557121747.206053,154.00082397460938,154.00082397460938,439.1492004394531,0.03516847757167669,0.3753237283571522,13.78393840789795,13.67454719543457
0050MR0002290260102791E01_DRCL.JPG,0,10712.0,12149.0,10153.0,7882.0,6227.0,4963.0,3792.0,2910.0,2264.0,1567.0,14752.0,3861.2527668597927,14191586.810698435,15777395138.012486,152.97650146484375,152.97650146484375,441.3101806640625,0.0683804484936258,0.3762575179101648,13.796882629394531,13.870282173156738
0050MR0002290270102792E01_DRCL.JPG,0,12596.0,12458.0,10034.0,7700.0,6047.0,4572.0,3410.0,2625.0,1963.0,1433.0,14496.0,3743.075682462011,14112891.656274617,15655044566.771929,153.06336975097656,153.06336975097656,415.8342590332031,0.024075051169156023,0.47897764722991054,13.695108413696289,13.748685836791992
0050MR0002290280102793E01_DRCL.JPG,0,8915.0,13312.0,10942.0,8217.0,6465.0,4752.0,3745.0,2720.0,2079.0,1486.0,15512.0,3823.337684967498,13951143.774611399,15718618198.733883,152.85537719726562,152.85537719726562,442.6392822265625,0.02482435058772341,0.4096770572638455,13.89366340637207,13.907596588134766
0050MR0002290290102794E01_DRCL.JPG,0,9044.0,13915.0,11460.0,8641.0,6323.0,4664.0,3470.0,2530.0,1753.0,1303.0,15410.0,3705.2122035934244,13550448.664935842,15495234057.789967,152.80072021484375,152.80072021484375,426.5094909667969,-0.02747610376463741,0.48490108914208374,13.860611915588379,13.703510284423828
0050MR0002290300102795E01_DRCL.JPG,0,7903.0,13666.0,11522.0,8820.0,6744.0,4898.0,3627.0,2630.0,1835.0,1319.0,15820.0,3871.899066484819,13332560.120082036,17038044667.392393,155.17295837402344,155.17295837402344,377.9811706542969,-0.09004333410841805,0.4955316120207467,13.915185928344727,13.843671798706055
0050MR0002290310102796E01_DRCL.JPG,0,7938.0,13778.0,11635.0,8954.0,6602.0,4923.0,3662.0,2534.0,1895.0,1228.0,16180.0,3759.7835332236727,12957777.483841106,16573322337.133919,154.45401000976562,154.45401000976562,390.1526794433594,-0.12941920283530672,0.3989555507333553,13.740361213684082,13.72635269165039
0050MR0002290480102813E01_DRCL.JPG,0,12271.0,16220.0,12804.0,8792.0,5608.0,3477.0,2206.0,1386.0,924.0,540.0,13890.0,3211.9698251823143,12531169.26714848,14599293875.148241,152.50970458984375,152.50970458984375,344.3604736328125,-0.26374607660285415,0.5637474051382214,13.962331771850586,13.934536933898926
0050MR0002290550102820E01_DRCL.JPG,0,11927.0,16578.0,11969.0,7862.0,5228.0,3548.0,2531.0,1786.0,1320.0,843.0,12933.0,3471.2426130709678,13509341.390874133,15309025645.642765,153.28836059570312,153.28836059570312,368.4747314453125,-0.17916413125650865,0.5922833613791929,13.976723670959473,14.010344505310059
0050MR0002290560102821E01_DRCL.JPG,0,7618.0,14281.0,12842.0,9640.0,6766.0,4690.0,3242.0,2099.0,1444.0,977.0,15975.0,3800.087030207759,13059909.029509276,16964295980.016794,155.59695434570312,155.59695434570312,346.1129455566406,-0.18969314886590938,0.8908263089141824,13.831721305847168,13.800302505493164
0050MR0002290580102823E01_DRCL.JPG,0,7026.0,12839.0,12190.0,9610.0,7096.0,5231.0,3770.0,2674.0,1844.0,1168.0,16491.0,3857.9788264651975,13028767.058568552,16986915496.984324,155.31370544433594,155.31370544433594,373.0421142578125,-0.14979621254912595,0.6099684258217208,13.881173133850098,13.873324394226074
0050MR0002290590102824E01_DRCL.JPG,0,7551.0,13274.0,12358.0,9455.0,7035.0,4797.0,3645.0,2482.0,1732.0,1074.0,15961.0,3818.152050018464,12318769.105805948,17183907821.31236,155.5052947998047,155.5052947998047,363.195068359375,-0.18616801914012754,0.5254313557902557,13.892190933227539,13.913206100463867
0050MR0002290600102825E01_DRCL.JPG,0,10214.0,14763.0,11156.0,7862.0,5913.0,4280.0,3353.0,2476.0,1776.0,1141.0,14027.0,3777.746205345723,13418684.984597638,15833028526.677322,153.39776611328125,153.39776611328125,412.15875244140625,-0.028021421081273475,0.5665137193718981,13.88962459564209,13.816634178161621
0050MR0002290610102826E01_DRCL.JPG,0,8896.0,12190.0,9920.0,8233.0,6673.0,5271.0,4296.0,3087.0,2372.0,1568.0,15912.0,4090.0297925571886,13694221.005224302,17519108242.693417,155.57420349121094,155.57420349121094,398.94610595703125,-0.016540845313909452,0.3957715158688062,13.756987571716309,13.70702838897705
0050MR0002290630102828E01_DRCL.JPG,0,11890.0,13748.0,9963.0,7599.0,5855.0,4583.0,3560.0,2655.0,1871.0,1251.0,14114.0,3712.617665989226,14747253.108565807,15796013493.301563,153.05592346191406,153.05592346191406,423.5914611816406,-0.026991587407931797,0.3006982078667306,13.936576843261719,13.865461349487305
0050MR0002290640102829E01_DRCL.JPG,0,9698.0,12352.0,10214.0,8169.0,6318.0,5145.0,3891.0,3022.0,2109.0,1493.0,15430.0,3987.5069421027774,13744654.602261156,16857165378.896854,154.38345336914062,154.38345336914062,422.7282409667969,-0.001450800547427391,0.4069423188298895,13.912885665893555,13.808987617492676
0050MR0002290650102830E01_DRCL.JPG,0,5712.0,9076.0,9658.0,9007.0,7941.0,6522.0,5118.0,3987.0,2814.0,1897.0,18538.0,4388.948978134784,13426187.66013068,19180084401.48143,157.02452087402344,157.02452087402344,405.4208679199219,-0.02700628623222157,0.3394336867799814,13.811269760131836,13.75600814819336
0050MR0002290660102831E01_DRCL.JPG,0,8145.0,11158.0,9513.0,8448.0,7147.0,5934.0,4551.0,3369.0,2373.0,1611.0,17098.0,4159.033202884039,13533141.041229546,18486606170.462143,156.1359405517578,156.1359405517578,407.5509338378906,-0.11923559489073894,0.4103638723163856,13.964313507080078,13.906888961791992
0050MR0002290690102834E01_DRCL.JPG,0,6774.0,11524.0,11476.0,9500.0,7504.0,5673.0,4060.0,2862.0,1962.0,1359.0,16694.0,4010.4363931546745,12811143.056316778,17867198003.746468,154.76930236816406,154.76930236816406,431.8032531738281,-0.07882258753752082,0.21563644910782598,13.903237342834473,13.834391593933105
0050MR0002290700102835E01_DRCL.JPG,0,5361.0,10406.0,11064.0,9754.0,7875.0,5891.0,4476.0,3386.0,2397.0,1612.0,18319.0,4254.291927781785,12966265.12919411,19039185950.075214,157.02822875976562,157.02822875976562,386.6936340332031,-0.09100647642137387,0.38664688399736225,13.820799827575684,13.843496322631836
0050MR0002290740102839E01_DRCL.JPG,0,5617.0,9921.0,9827.0,8939.0,7745.0,6173.0,4953.0,3590.0,2668.0,1912.0,18617.0,4462.782499792265,11893901.033698082,19132912538.48492,157.2835693359375,157.2835693359375,405.13726806640625,-0.042743626004046804,0.5312383337510012,14.297176361083984,14.264525413513184
0050MR0002290750102840E01_DRCL.JPG,0,9547.0,11727.0,9210.0,7488.0,6253.0,5160.0,4159.0,3205.0,2423.0,1749.0,16089.0,4237.927555596164,13128666.657833025,17596304090.31729,155.34677124023438,155.34677124023438,428.55389404296875,0.04465759977442542,0.44740350433857223,14.49815845489502,14.401474952697754
0050MR0002290760102841E01_DRCL.JPG,0,7465.0,10581.0,9428.0,8217.0,6763.0,5754.0,4539.0,3577.0,2763.0,1887.0,17192.0,4323.968851108793,13282013.07045646,18146576093.264297,156.07342529296875,156.07342529296875,420.2528076171875,0.024456571513672976,0.4351526187362982,14.328019142150879,14.254399299621582
0050MR0002290770102842E01_DRCL.JPG,0,6811.0,10581.0,9590.0,8012.0,6805.0,5428.0,4702.0,3690.0,2889.0,2081.0,17321.0,4449.933860789292,12816649.235206217,18620039276.70737,156.75413513183594,156.75413513183594,415.7481384277344,0.018144661701094866,0.4702312416702865,14.243854522705078,14.169502258300781
0050MR0002290800102845E01_DRCL.JPG,0,12866.0,9706.0,9934.0,8529.0,6660.0,5150.0,3776.0,2791.0,1984.0,1297.0,16137.0,4000.997694829491,11904011.35295768,18186886485.332527,156.82408142089844,156.82408142089844,346.67120361328125,-0.18010368650330644,0.6260377281039076,14.391331672668457,14.342307090759277
0050MR0002290810102846E01_DRCL.JPG,0,5833.0,10980.0,10745.0,8545.0,7252.0,5661.0,4577.0,3514.0,2612.0,1856.0,17295.0,4360.466234744322,12482602.585401505,18980664107.700535,157.59381103515625,157.59381103515625,380.7674865722656,-0.10466456853227106,0.5311352657236732,14.456303596496582,14.420352935791016
0050MR0002290820102847E01_DRCL.JPG,0,7222.0,11765.0,10647.0,8447.0,6836.0,5292.0,4270.0,3317.0,2392.0,1745.0,16407.0,4205.312899811292,13354246.013041705,18062274210.846,156.4875030517578,156.4875030517578,389.86669921875,-0.08864740484266051,0.6191443774752634,14.230978965759277,14.391408920288086
0050MR0002290830102848E01_DRCL.JPG,0,6126.0,11230.0,10838.0,9017.0,7650.0,5811.0,4546.0,3244.0,2336.0,1554.0,17791.0,4083.321485587083,12664616.61390844,17262328679.217587,155.38970947265625,155.38970947265625,410.2657470703125,-0.05623821357717672,0.45726947216506986,14.16900634765625,14.209026336669922
0050MR0002290840102849E01_DRCL.JPG,0,7674.0,11788.0,10660.0,8886.0,7052.0,5458.0,4179.0,3075.0,2205.0,1544.0,17089.0,4009.480815619886,13116820.41386357,16697737441.290085,154.7083740234375,154.7083740234375,416.1258544921875,-0.012175723470976644,0.3933842040130888,14.07874584197998,14.028255462646484
0050MR0002290850102850E01_DRCL.JPG,0,6733.0,11017.0,10656.0,9075.0,7345.0,5761.0,4375.0,3279.0,2389.0,1635.0,17753.0,4150.4904985045905,13179630.628964737,17964748335.1187,156.49522399902344,156.49522399902344,383.3086853027344,-0.0939865143832133,0.48731066467155415,14.152411460876465,14.12103271484375
0050MR0002290860102851E01_DRCL.JPG,0,6195.0,12138.0,11921.0,9825.0,7673.0,5632.0,4060.0,2679.0,1879.0,1198.0,17394.0,3964.9485023794887,12770577.63721463,17648440170.95156,156.2513427734375,156.2513427734375,368.48297119140625,-0.25362276766523817,0.7002270481906643,14.03805923461914,14.126347541809082
0050MR0002290870102852E01_DRCL.JPG,0,6613.0,12331.0,11513.0,9500.0,7191.0,5448.0,4019.0,2840.0,2029.0,1340.0,17010.0,3977.075262788693,13087089.960680097,17518774347.46776,156.163818359375,156.163818359375,364.5223388671875,-0.1250799588785122,0.4735033683555323,14.094789505004883,14.161615371704102
0050MR0002290880102853E01_DRCL.JPG,0,10034.0,13463.0,10357.0,8092.0,6375.0,4864.0,3662.0,2710.0,1921.0,1339.0,15074.0,3844.85137794079,12688096.77542679,16784395670.654552,155.1906280517578,155.1906280517578,377.3725280761719,-0.13936542075860742,0.4848099716721834,14.024484634399414,14.062289237976074
0051MR0002310320102887E01_DRCL.JPG,0,19909.0,12313.0,8965.0,6890.0,5149.0,3589.0,2584.0,1840.0,1308.0,842.0,12461.0,3250.297867928,14615870.52476573,13590268037.786257,150.31443786621094,150.31443786621094,411.89898681640625,-0.00016561201844674306,0.4513888748015522,13.909130096435547,14.02945613861084
